Id	OrderNumber	Status	WarehouseId	CommentId	PartId	ReportedQuantity	PlannedQuantity	RestQuantity	InitialFinishDate	StartDate	FinishDate	OrderTypeId	OrderQuantityId	Priority	CustomerOrderId	ProjectId	CategoryString	VariantCode	CustomerId	ClearedStatus	OnPriorityPlan	PartConfigurationId
836888387063013097	64	6	1	NULL	825083010855624243	200.000000	200.000000	0.000000	2022-01-31 23:00:00	2022-01-31 23:00:00	2022-01-31 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888390284238844	67	6	1	NULL	825083077427637979	0.000000	100.000000	0.000000	2022-01-19 23:00:00	2022-01-02 23:00:00	2022-01-19 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888392431714369	72	6	1	NULL	825083316872079446	50.000000	50.000000	0.000000	2022-01-06 23:00:00	2022-01-13 23:00:00	2022-01-16 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888392431714401	71	6	1	NULL	825083315798337928	10.000000	10.000000	0.000000	2022-01-10 23:00:00	2022-01-10 23:00:00	2022-01-10 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888392431722370	69	6	1	NULL	825083258890001287	1000.000000	1000.000000	0.000000	2022-01-12 23:00:00	2022-03-29 22:00:00	2022-03-30 22:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888392431722380	70	6	1	NULL	825083295397220993	20.000000	20.000000	0.000000	2022-02-07 23:00:00	2022-02-07 23:00:00	2022-02-07 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836888392431722385	68	6	1	NULL	825083107492407282	0.000000	50.000000	0.000000	2022-01-03 23:00:00	2022-01-18 23:00:00	2022-01-19 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836898608011645958	73	6	1	NULL	825083301839672377	1991.000000	2000.000000	0.000000	2022-02-23 23:00:00	2022-03-13 23:00:00	2022-05-08 22:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836903038270391451	74	6	1	NULL	825083409213882200	100.000000	100.000000	0.000000	2022-01-26 23:00:00	2022-01-26 23:00:00	2022-01-26 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836905893349876841	75	6	1	NULL	825083222382773011	0.000000	6.000000	0.000000	2022-01-02 23:00:00	2022-01-02 23:00:00	2022-01-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836909766336582142	77	6	1	NULL	825083256742517591	0.000000	500.000000	0.000000	2022-02-01 23:00:00	2022-01-30 23:00:00	2022-02-01 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836910094901834631	78	6	1	NULL	825083242783868863	100.000000	100.000000	0.000000	2022-02-03 23:00:00	2022-01-26 23:00:00	2022-01-26 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836910232340788881	79	6	1	NULL	825083298618447153	200.000000	200.000000	0.000000	2022-01-02 23:00:00	2022-02-07 23:00:00	2022-02-07 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836935681102361004	80	6	1	NULL	825083014076846359	16.000000	16.000000	0.000000	2022-01-26 23:00:00	2022-01-26 23:00:00	2022-01-26 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836935683249844737	81	6	1	NULL	825083186949294298	6.000000	6.000000	0.000000	2022-02-27 23:00:00	2022-02-27 23:00:00	2022-02-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836987854217036237	82	6	1	NULL	825083306134640413	100.000000	100.000000	0.000000	2022-01-03 23:00:00	2022-01-04 23:00:00	2022-01-11 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836988031384436036	83	6	1	NULL	825083305060898563	100.000000	100.000000	0.000000	2022-01-03 23:00:00	2022-01-04 23:00:00	2022-01-18 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
836999271312365191	84	6	1	NULL	825083014076846359	1.000000	1.000000	0.000000	2022-02-27 23:00:00	2022-02-27 23:00:00	2022-02-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837002084515865446	15393-10	6	1	NULL	825083461827217577	100.000000	100.000000	0.000000	2022-01-03 23:00:00	2022-01-03 23:00:00	2022-01-03 23:00:00	7.605434874671835e17	NULL	9	834672861438194724	NULL	NULL	NULL	825047296434782473	0	0	NULL
837030889760505857	86	6	1	NULL	825083196612971875	1003.000000	997.000000	0.000000	2022-01-13 23:00:00	2022-01-13 23:00:00	2022-01-13 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837030890834247833	90	6	1	NULL	825083241710127089	300.000000	300.000000	0.000000	2022-01-13 23:00:00	2022-03-28 22:00:00	2022-03-28 22:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837030890834247849	88	6	1	NULL	825083240636385075	205.000000	203.000000	0.000000	2022-01-13 23:00:00	2022-01-13 23:00:00	2022-01-13 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837040828315085309	91	6	1	NULL	825083413508849567	35.000000	35.000000	0.000000	2022-01-27 23:00:00	2022-01-27 23:00:00	2022-01-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837042089961968298	92	6	1	NULL	825083410287623955	220.000000	451.000000	0.000000	2022-01-27 23:00:00	2022-01-24 23:00:00	2022-01-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837042091035710217	93	6	1	NULL	825083410287623974	35.000000	35.000000	0.000000	2022-01-27 23:00:00	2022-01-27 23:00:00	2022-01-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837042091035710458	94	6	1	NULL	825083413508849219	484.000000	484.000000	0.000000	2022-01-27 23:00:00	2022-01-24 23:00:00	2022-01-27 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837274839606688500	95	6	1	NULL	825083007634399209	500.000000	500.000000	0.000000	2022-01-18 23:00:00	2022-01-18 23:00:00	2022-01-18 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837277618450511429	96	6	1	NULL	825083371632911578	2000.000000	2000.000000	0.000000	2022-01-03 23:00:00	2022-01-02 23:00:00	2022-01-03 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837280750555374237	97	6	1	NULL	825083410287624057	5.000000	5.000000	0.000000	2022-01-04 23:00:00	2022-02-17 23:00:00	2022-02-17 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837297459052246604	98	6	1	NULL	825083426393747587	20.000000	20.000000	0.000000	2022-01-12 23:00:00	2022-02-15 23:00:00	2022-02-15 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837297460125988527	99	6	1	NULL	825083427467489437	9.000000	9.000000	0.000000	2022-01-12 23:00:00	2022-02-16 23:00:00	2022-02-16 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837297460125988722	100	6	1	NULL	825083430688715754	6600.000000	6500.000000	0.000000	2022-02-01 23:00:00	2022-01-23 23:00:00	2022-02-20 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837324215622439285	101	6	1	NULL	825083044141618744	500.000000	500.000000	0.000000	2022-01-16 23:00:00	2022-01-09 23:00:00	2022-01-19 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837324217769923138	103	6	1	NULL	825083047362865417	500.000000	500.000000	0.000000	2022-01-11 23:00:00	2022-01-04 23:00:00	2022-01-12 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837324217769923181	102	6	1	NULL	825083047362865410	527.000000	500.000000	0.000000	2022-01-16 23:00:00	2022-01-09 23:00:00	2022-01-16 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837324218843664930	104	6	1	NULL	825083317945821204	200.000000	200.000000	0.000000	2022-01-09 23:00:00	2022-01-03 23:00:00	2022-01-09 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837392864236413340	105	6	1	NULL	825083320093304966	34.000000	34.000000	0.000000	2022-02-01 23:00:00	2022-02-01 23:00:00	2022-02-01 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837392865310155301	106	6	1	NULL	825083320093304976	401.000000	68.000000	0.000000	2022-02-01 23:00:00	2022-02-01 23:00:00	2022-02-01 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837402076941788948	107	6	1	NULL	825083320093304976	0.000000	100.000000	0.000000	2022-02-03 23:00:00	2022-02-03 23:00:00	2022-02-03 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837405560160524645	110	6	1	NULL	825207840406977190	800.000000	800.000000	0.000000	2022-01-04 23:00:00	2022-01-03 23:00:00	2022-01-04 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837637059978518492	111	6	1	NULL	825083007634399228	1160.000000	1100.000000	0.000000	2022-01-25 23:00:00	2022-02-28 23:00:00	2022-03-02 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837640269392794748	112	6	1	NULL	825083399550204587	919.000000	451.000000	0.000000	2022-01-04 23:00:00	2022-01-04 23:00:00	2022-01-04 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837652173968753856	113	6	1	NULL	825083278217354970	20.000000	20.000000	0.000000	2022-02-03 23:00:00	2022-02-03 23:00:00	2022-02-03 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674785896716404	114	6	1	NULL	825083068837702878	1123.000000	1000.000000	0.000000	2022-01-18 23:00:00	2022-01-18 23:00:00	2022-02-08 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674788044200223	115	6	1	NULL	825083235267675153	400.000000	400.000000	0.000000	2022-02-03 23:00:00	2022-02-09 23:00:00	2022-04-18 22:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674789117942255	116	6	1	NULL	825083240636385075	1000.000000	1000.000000	0.000000	2022-01-13 23:00:00	2022-01-13 23:00:00	2022-01-13 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674790191684041	119	6	1	NULL	825083305060898684	450.000000	450.000000	0.000000	2022-01-18 23:00:00	2022-01-30 23:00:00	2022-02-16 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674790191684063	118	6	1	NULL	825083256742517627	2000.000000	2000.000000	0.000000	2022-01-12 23:00:00	2022-03-31 22:00:00	2022-04-03 22:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674791265425800	120	6	1	NULL	825083305060898563	20.000000	20.000000	0.000000	2022-01-19 23:00:00	2022-01-16 23:00:00	2022-01-26 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674792339167837	121	6	1	NULL	825083305060898563	100.000000	100.000000	0.000000	2022-02-02 23:00:00	2022-01-25 23:00:00	2022-02-22 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
837674793412909596	122	6	1	NULL	825083317945821306	50.000000	50.000000	0.000000	2022-01-11 23:00:00	2022-01-23 23:00:00	2022-01-24 23:00:00	7.605434874671835e17	NULL	9	NULL	NULL	NULL	NULL	NULL	0	0	NULL
